,Dates,Year,SALES_REV_TURN,IS_COGS_TO_FE_AND_PP_AND_G,GROSS_PROFIT,IS_OPER_INC,EBITDA,IS_INC_TAX_EXP,EBIT,IS_INT_EXPENSE,IS_INT_INC,IS_NET_INTEREST_EXPENSE,IS_DEPR_EXP,IS_INVEST_INCOME,BS_TOT_ASSET,TOTAL_EQUITY,BS_TOT_LIAB2,BS_ST_DEBT,BS_LT_BORROW,C&CE_AND_STI_DETAILED,BS_SH_OUT,BS_CUR_ASSET_REPORT,BS_CUR_LIAB,BS_ACCT_NOTE_RCV,ACCT_PAYABLE_&_ACCRUALS_DETAILED,BS_ACCT_PAYABLE,BS_ACCTS_REC_EXCL_NOTES_REC,BS_INVENTORIES,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,GICS_SECTOR,GICS_INDUSTRY_GROUP,GICS_INDUSTRY,GICS_SUB_INDUSTRY,ARD_NET_INC,SHORT_TERM_DEBT_DETAILED,LONG_TERM_BORROWINGS_DETAILED,symbol
14,31/12/2017,2017,94005,76612,17393,10344,12391,1649,10344,360,0,360,1548,NA,112362,1713,110649,0,9782,9992,591.0388,85194,74648,3203,25136,12202,2894,59534,13346,-2058,-11270,NA,NA,NA,NA,8458,0,9696,BA US EQUITY
15,31/12/2018,2018,101127,81490,19637,11987,14101,1144,11987,475,0,475,1556,NA,117359,410,116949,0,10657,8564,567.6412,87830,81590,4339,27564,12916,3879,60438,15322,-4621,-11775,NA,NA,NA,NA,10460,0,10558,BA US EQUITY
16,31/12/2004,2004,14.545,NA,NA,-25.143,-21.506,0,-25.143,0.795,NA,0.795,3,2.205,101.226,82.909,18.317,NA,5.822,71.293,23.5024,77.408,10.108,3.412,4.97,4.97,3.412,0,-21.069,9.79,12.371,NA,NA,NA,NA,-23.733,0,0,BBI US EQUITY
17,31/12/2005,2005,12.003,NA,NA,-25.651,-22.057,0,-25.651,0.533,NA,0.533,2.9,1.827,94.53,80.306,14.224,NA,3.426,64.047,28.261,72.264,8.78,5.778,0.298,0.298,5.778,0,-22.781,-6.739,17.564,NA,NA,NA,NA,-24.357,0,0,BBI US EQUITY
18,31/12/2006,2006,14.74,NA,NA,-26.417,-23.134,0,-26.417,0.272,NA,0.272,2.5,3.541,125.249,114.123,11.126,NA,0.711,97.882,39.149,105.442,8.153,5.049,0.542,0.542,5.049,0,-15.668,-21.512,50.833,NA,NA,NA,NA,-23.148,2.716,0.711,BBI US EQUITY
19,31/12/2007,2007,5.512,NA,NA,-40.262,-36.998,0,-40.262,0.096,NA,0.096,2.4,NA,90.585,79.912,10.673,NA,0.156,68.838,39.196,72.75,8.108,1.261,0.555,0.555,1.261,0,-24.182,42.929,-2.763,NA,NA,NA,NA,-35.894,0.555,0.156,BBI US EQUITY
20,31/12/2008,2008,7.956,NA,NA,-37.343,-34.475,0,-37.343,0.021,NA,0.021,NA,0.468,59.057,48.614,10.443,NA,0,33.492,40.358,38.118,7.974,1.852,0.677,0.677,1.852,0,-30.867,15.923,3.358,NA,NA,NA,NA,-36.896,0.156,0,BBI US EQUITY
21,31/12/2009,2009,12.686,NA,NA,-28.586,-25.957,0,-28.586,0.002,NA,NA,NA,0.03,67.372,54.982,12.39,0,0,44.258,53.781,48.434,10.01,1.349,8.02,0.967,1.349,0,-21.452,-9.281,32.845,NA,NA,NA,NA,-28.558,0,0,BBI US EQUITY
22,31/12/2010,2010,8.711,NA,NA,-31.215,-28.407,0,-31.215,NA,NA,NA,2,0.83,72.907,64.362,8.545,0,0,52.357,71.64,56.208,6.334,0.94,6.334,0.752,0.94,0,-28.228,12.506,37.169,NA,NA,NA,NA,-30.385,0,0,BBI US EQUITY
23,31/12/2011,2011,30.018,NA,NA,-7.822,-5.524,0,-7.822,0,NA,NA,1.6,0.539,68.773,60.348,8.425,0,0,47.429,71.913,53.557,6.461,3.13,6.362,0.351,3.13,0,-3.848,-4.831,0.055,NA,NA,NA,NA,-7.283,0,0,BBI US EQUITY
24,31/12/2012,2012,17.519,NA,NA,-23.433,-21.105,0,-23.433,0,NA,NA,1.6,0.534,96.522,89.086,7.436,0,0,80.798,86.136,86.009,5.779,2.152,5.629,0.377,2.152,0,-17.23,-26.987,48.68,NA,NA,NA,NA,-22.899,0,0,BBI US EQUITY
25,31/12/2013,2013,7.718,NA,NA,-31.352,-29.139,0,-31.352,0,NA,NA,1.6,0.114,66.353,61.412,4.941,0,0,50.378,86.778,58.087,3.653,4.59,3.503,0.395,4.59,0,-29.798,25.142,0.334,NA,NA,NA,NA,-31.238,0,0,BBI US EQUITY
26,31/12/2014,2014,15.217,NA,NA,-16.626,-14.963,0,-16.626,0,NA,NA,1.4,0.134,57.979,51.922,6.057,0,0,43.97,90.334,51.33,5.201,4.178,5.201,0.227,4.178,0,-9.806,-12.426,3.866,NA,NA,NA,NA,-16.492,0,0,BBI US EQUITY
27,31/12/2015,2015,20.95,NA,NA,-9.404,-8.245,0,-9.404,0,NA,NA,0.9,0.166,49.914,45.393,4.521,0,0,36.708,91.544,44.498,4.162,4.544,3.912,0.733,4.544,0,-6.948,-0.053,-0.02,NA,NA,NA,NA,-9.238,0,0,BBI US EQUITY
28,31/12/2016,2016,14.531,NA,NA,-9.177,-8.06,0,-9.177,0,NA,NA,0.9,0.204,52.284,45.139,7.145,0,0,35.621,11.052,47.867,7.145,8.935,4.127,0.326,8.935,0,-8.388,-7.672,7.744,NA,NA,NA,NA,-8.973,0,0,BBI US EQUITY
29,31/12/2017,2017,13.819,NA,NA,-13.386,-12.593,0,-13.386,0,NA,NA,0.6,0.426,80.494,63.577,16.917,0,0,60.499,21.802,76.317,16.917,5.124,5.217,1.213,5.124,0,-8.601,-5.291,30.545,NA,NA,NA,NA,-12.96,0,0,BBI US EQUITY
30,31/12/2018,2018,1.622,NA,NA,-19.646,-19.495,0,-19.646,0,NA,NA,0.1,3.392,52.344,48.763,3.581,0,0,48.071,21.817,49.199,3.581,1.128,3.551,0.412,1.128,0,-14.445,1.282,0,NA,NA,NA,NA,-16.254,0,0,BBI US EQUITY
31,31/12/2004,2004,5229.3,3915.1,1314.2,400.7,558.2,108.7,400.7,45.2,NA,NA,138.6,NA,4346.4,1712.3,2634.1,NA,728.4,499.8,96.829,2098.7,1253.8,463.2,387.9,387.9,NA,786.8,415.2,-439.9,178.6,NA,NA,NA,NA,269.8,NA,NA,BC US EQUITY
32,31/12/2005,2005,5923.7998,4499.2002,1424.5996,478.6,640.8,110.4,478.6,53.2,15,38.2,150.4,38.7,4621.5,1978.8,2642.7,NA,723.7,487.7,95.657,2235,1305.2,522.4,472.2,472.2,NA,874.6,432.9,-322.8,-122.2,NA,NA,NA,NA,385.4,NA,NA,BC US EQUITY
33,31/12/2006,2006,5665,4439.2998,1225.7002,341.2,508.5,46.5,341.2,60.5,16,44.5,153.1,NA,4450.2998,1871.8,2578.4999,NA,725.7,283.4,90.867,2078.3999,1293.2,492.3,448.6,448.6,492.3,861.9,186,-283.9,-235.7,NA,NA,NA,NA,133.9,NA,NA,BC US EQUITY
34,31/12/2007,2007,5671.2,4513.4,1157.8,195.8,375.9,13.1,195.8,52.3,8.7,43.6,165.3,NA,4365.6,1892.9,2472.7,NA,727.4,331.4,87.446,2114.3,1296.2,572.4,437.3,437.3,NA,906.7,314.3,-98.5,-167.8,NA,NA,NA,NA,111.6,NA,NA,BC US EQUITY
35,31/12/2008,2008,4708.7,3841.3,867.4,76.8,254,155.9,76.8,54.2,6.7,47.5,164.8,NA,3223.9,729.9,2494,NA,728.5,317.5,87.745,1736.9,1001.2,444.8,301.3,301.3,NA,811.7,-12.1,9,-10.8,NA,NA,NA,NA,-788.1,NA,NA,BC US EQUITY
36,31/12/2009,2009,2776.1,2460.5,315.6,-570.5,-413.2,-98.5,-570.5,86.1,3.2,82.9,146.1,NA,2709.4,210.3,2499.1,9.7,839.4,526.6,88.263,1458.7,906.6,332.4,893.7,261.2,NA,484.9,125.5,-12.3,95.9,NA,NA,NA,NA,-586.2,9.7,839.4,BC US EQUITY
37,31/12/2010,2010,3403.3,2683.3,720,16.3,145.6,25.9,16.3,94.4,3.6,90.8,119.5,NA,2678,70.4,2607.6,0.5,828.4,636.1,88.661,1535.8,951.6,327.3,945.8,288.2,NA,527.5,205.4,-155.2,-25.4,NA,NA,NA,NA,-110.6,0.5,828.4,BC US EQUITY
38,31/12/2011,2011,3670,2792.6,877.4,213.7,313.1,20.1,213.7,81.8,3.9,77.9,NA,NA,2494.2,30.9,2463.3,0.9,690.4,414.9,89.104,1356.3,908.1,329.6,876,276.6,NA,501.5,89.1,-134.4,-167.9,NA,NA,NA,NA,71.9,0.9,690.4,BC US EQUITY
39,31/12/2012,2012,3717.6,2773.6,944,264.1,354.1,33.6,264.1,68.1,2.9,65.2,NA,NA,2424.2,77.7,2346.5,1.7,563.6,376.6,89.631,1360.1,937.2,349.2,900.1,334.4,NA,575.8,160.7,-66.1,-148.5,NA,NA,NA,NA,50,1.7,563.6,BC US EQUITY
40,31/12/2013,2013,3887.5,2872.3,1015.2,304.2,391.7,-545.6,304.2,43.9,1.5,42.4,NA,NA,2915.8,1038.4,1877.4,0,453.4,369.2,92.409,1508.6,883.1,364.6,872.2,315.6,NA,599.3,170.1,18.6,-116.5,NA,NA,NA,NA,769.2,0,448.3,BC US EQUITY
41,31/12/2014,2014,3838.7,2801.9,1036.8,328.5,409.7,93,328.5,29.8,1.2,28.6,NA,NA,3130.5,1171.5,1959,0,446.3,635.9,92.694,1967.8,900.1,386.5,875.3,317.4,NA,652.3,248.2,20.3,-72.3,NA,NA,NA,NA,245.7,0,446.3,BC US EQUITY
42,31/12/2015,2015,4105.7,2991.1,1114.6,331.7,420.6,87.8,331.7,27.8,2.2,25.6,NA,NA,3152.5,1281.3,1871.2,0,442.5,668.8,90.813,1984.9,908.1,398.1,898.7,339.1,NA,685,323.5,-39.8,-179.1,NA,NA,NA,NA,241.4,0,442.5,BC US EQUITY
43,31/12/2016,2016,4488.5,3256.1,1232.4,424.4,528.3,115.3,424.4,27.5,1.8,25.7,NA,NA,3284.7,1440.1,1844.6,0,436.5,458.2,89.317,1688.5,964.9,417.3,954.4,392.7,NA,762.1,435.3,-486,-185.7,NA,NA,NA,NA,276,0,436.5,BC US EQUITY
44,31/12/2017,2017,4835.9,3573.8,1262.1,301.7,412.5,134.8,301.7,26.4,2.6,23.8,NA,NA,3358.2,1482.9,1875.3,0,431.8,449.6,87.537,1846.7,1035.1,485.3,1022.1,420.5,NA,827.7,400.3,-178.9,-196.8,NA,NA,NA,NA,146.4,0,431.8,BC US EQUITY
45,31/12/2018,2018,5159.2,3838.2,1321,367,516.6,59.1,367,46,2.9,43.1,NA,NA,4285.7,1582.6,2703.1,0,1179.5,295.2,86.757,1880.2,1256.5,550.7,1213.9,527.8,NA,943.7,337,-1107.3,615.5,NA,NA,NA,NA,265.3,0,1179.5,BC US EQUITY
46,31/12/2004,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
47,31/12/2005,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
48,31/12/2006,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
49,31/12/2007,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
50,31/12/2008,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
51,31/12/2009,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
52,31/12/2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
53,31/12/2011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BCC US EQUITY
54,31/12/2012,2012,2779.062,NA,NA,63.131,100.342,0.307,63.131,21.757,0.392,21.365,NA,NA,827.784,104.207,723.577,0,275,45.893,29.7,518.843,227.573,134.743,225.623,131.578,134.743,325.806,77.608,-29.434,-178.65,NA,NA,NA,NA,41.496,0,275,BCC US EQUITY
55,31/12/2013,2013,3273.496,NA,NA,98.757,138.567,-38.788,98.757,20.426,0.241,20.185,NA,NA,1104.186,452.481,651.705,0,301.613,118.249,39.365,687.705,239.017,152.24,236.533,139.636,152.24,383.359,33.427,-146.68,185.609,NA,NA,NA,NA,116.936,0,301.613,BCC US EQUITY
56,31/12/2014,2014,3573.732,NA,NA,145.549,198.601,43.296,145.549,22.049,0.237,21.812,NA,NA,1213.336,492.388,720.948,0,294.266,163.549,39.418,753.313,255.19,172.314,253.447,150.693,172.314,394.461,101.843,-56.404,-0.139,NA,NA,NA,NA,80.009,0,294.266,BCC US EQUITY
57,31/12/2015,2015,3633.415,NA,NA,103.189,160.386,28.5,103.189,22.532,0.323,22.209,NA,NA,1248.606,534.67,713.936,0,344.589,184.496,38.826,785.57,258.65,187.138,257.208,159.029,187.138,384.857,80.331,-84.392,25.008,NA,NA,NA,NA,52.182,0,344.589,BCC US EQUITY
58,31/12/2016,2016,3911.215,NA,NA,79.578,154.505,5.047,79.578,26.692,0.39,26.302,NA,NA,1439.197,580.004,859.193,0,437.629,103.978,38.353,760.459,312.864,199.191,310.961,194.01,199.191,433.451,151.907,-298.839,66.414,NA,NA,NA,NA,38.254,0,437.629,BCC US EQUITY
59,31/12/2017,2017,4431.991,NA,NA,141.413,223.734,34.631,141.413,25.37,0.547,24.823,NA,NA,1607.193,674.549,932.644,0,438.312,177.14,38.581,932.572,381.561,246.452,324.55,233.562,246.452,476.673,151.567,-73.212,-5.193,NA,NA,NA,NA,82.957,0,438.312,BCC US EQUITY
60,31/12/2018,2018,4995.29,NA,NA,72.038,220.975,1.625,72.038,26.193,1.649,24.544,NA,NA,1581.248,672.59,908.658,0,439.428,191.671,38.709,985.778,369.825,214.338,305.246,210.587,214.338,533.049,163.611,-89.257,-59.823,NA,NA,NA,NA,20.477,0,439.428,BCC US EQUITY
61,31/12/2004,2004,2834.394,2238.694,595.7,289.571,420.417,113.7,289.571,15.503,NA,15.503,126.082,NA,2486.743,1310.839,1175.904,NA,533.886,93.898,106.9471,873.767,375.143,356.944,277.989,277.989,356.944,387.414,271.545,-150.879,-103.244,NA,NA,NA,NA,179.967,5.574,533.429,BMS US EQUITY
62,31/12/2005,2005,3473.95,2798.3259,675.624,321.215,471.994,113.9,321.215,38.737,NA,38.737,142.599,NA,2964.6001,1377.047,1587.553,NA,790.107,91.125,105.306,987.81,474.32,436.035,327.569,327.569,436.035,420.95,280.417,-420.072,136.882,NA,NA,NA,NA,162.529,53.843,789.852,BMS US EQUITY
63,31/12/2006,2006,3639.363,2942.65,696.713,335.28,487.655,109.5,335.28,49.252,NA,49.252,144.058,NA,3039.009,1501.201,1537.808,NA,722.211,112.16,104.8416,1093.712,555.455,448.382,383.351,383.351,448.382,467.853,348.959,-166.148,-161.776,NA,NA,NA,NA,176.296,67.377,721.937,BMS US EQUITY
64,31/12/2007,2007,3649.281,2973.329,675.952,308.418,466.964,104.3,308.418,50.268,NA,50.268,149.852,NA,3191.396,1601.258,1590.138,NA,775.456,147.409,100.5184,1136.943,534.55,448.2,384.673,384.673,448.2,478.727,406.228,-167.808,-203.171,NA,NA,NA,NA,181.554,67.699,775.416,BMS US EQUITY
65,31/12/2008,2008,3779.373,3131.341,648.032,280.285,442.289,96.3,280.285,39.413,NA,39.413,152.962,NA,2822.314,1382.543,1439.771,NA,659.984,43.454,99.7082,982.658,421.781,426.888,323.142,323.142,426.888,435.667,293.55,-118.084,-279.421,NA,NA,NA,NA,166.214,26.541,659.983,BMS US EQUITY
66,31/12/2009,2009,3514.586,2814.412,700.174,280.223,439.497,87.8,280.223,42.052,NA,NA,150.8,NA,3928.705,1851.683,2077.022,8.795,1227.514,1065.687,108.2237,2005.348,524.855,467.988,483.714,370.198,467.988,399.067,475.813,-108.576,654.996,NA,NA,NA,NA,147.221,8.795,1227.514,BMS US EQUITY
67,31/12/2010,2010,4835.042,3941.85,893.192,400.83,610.497,117.6,400.83,73.488,NA,NA,191.6,NA,4285.831,1927.432,2358.399,0.006,1283.525,60.404,107.6739,1466.919,675.259,637.738,672.235,547.965,637.738,673.863,367.982,-1215.396,-157.869,NA,NA,NA,NA,205.111,0.006,1283.525,BMS US EQUITY
68,31/12/2011,2011,5322.7,4412.5,910.2,367.4,587.7,104.9,367.4,76.8,0,76.8,203.1,NA,4320.4,1582.1,2738.3,1.7,1554.8,109.8,102.9,1549,682,665.4,535.44,415.74,665.4,646,420.9,-284.1,-87.4,NA,NA,NA,NA,184.1,1.7,1554.8,BMS US EQUITY
69,31/12/2012,2012,4583.6,3731.9,851.7,308.3,512.6,92.3,308.3,70.9,0,70.9,175.5,NA,4185.7,1640.9,2544.8,8.6,1417.6,114.1,103.2,1525,643,645.2,524.3,382.1,645.2,661.9,421.3,-150.8,-266.2,NA,NA,NA,NA,173.8,8.6,1417.6,BMS US EQUITY
70,31/12/2013,2013,4476.6,3601.2,875.4,350.2,540.5,97.2,350.2,68.2,NA,NA,162.2,NA,4110.2,1684.8,2425.4,14.7,1421.4,141.7,101.9,1504.5,601.9,615.4,494.7,362.8,615.4,648.5,373.2,-155.8,-189.8,NA,NA,NA,NA,212.6,14.7,1421.4,BMS US EQUITY
71,31/12/2014,2014,4343.5,3484.4,859.1,407.7,588.3,124.6,407.7,60.8,7.6,53.2,154.6,NA,3610.8,1433,2177.8,31.3,1311.6,47.1,98.2,1287.8,481.4,496.3,382.3,268.2,496.3,575.8,248.1,40.5,-383.2,NA,NA,NA,NA,191.1,31.3,1311.6,BMS US EQUITY
72,31/12/2015,2015,4071.4,3198,873.4,409.6,567.7,122,409.6,51.7,3.8,47.9,144.2,NA,3489.8,1207.4,2282.4,29.6,1353.9,59.2,95.1,1119,589.1,451.3,463.3,334.8,451.3,525.9,552.4,-262.6,-277.7,NA,NA,NA,NA,239.3,29.6,1353.9,BMS US EQUITY
73,31/12/2016,2016,4004.4,3138.2,866.2,409.3,571.4,114.7,409.3,60.2,2.5,57.7,146.1,NA,3715.7,1259.7,2456,15.3,1527.8,74.2,92.7,1165.5,576.1,461.9,488.8,378,461.9,549.4,437.4,-311.2,-111.2,NA,NA,NA,NA,236.2,15.3,1527.8,BMS US EQUITY
74,31/12/2017,2017,4046.2,3260,786.2,122,291.8,-41.3,122,65.8,0,65.8,152.8,NA,3699.9,1201.2,2498.7,16,1542.4,71.1,90.8,1237.1,666.1,448.7,580.8,477.2,448.7,620.2,379,-177.9,-204.2,NA,NA,NA,NA,94,16,1542.4,BMS US EQUITY
75,31/12/2018,2018,4089.9,3284.8,805.1,359,526.6,60,359,76.1,0,76.1,150.7,NA,3571,1215.9,2355.1,10.2,1348.6,76.1,91,1234.6,701.6,443.3,643.5,515.9,443.3,619.5,461.5,-139.9,-316.6,NA,NA,NA,NA,225.7,10.2,1348.6,BMS US EQUITY
76,31/12/2004,2004,19380,5812,13568,4699,5608,1519,4699,310,105,205,593,NA,30435,10202,20233,NA,8463,7474,1947,14801,9843,4373,2127,2127,4373,1830,3176,-1622,-423,NA,NA,NA,NA,2388,1883,8463,BMY US EQUITY
77,31/12/2005,2005,19207,5826,13381,4125,5054,932,4125,349,148,201,577,NA,28138,11208,16930,NA,8364,5799,1957,12283,6890,3378,1579,1579,3378,2060,1836,1191,-3657,NA,NA,NA,NA,3000,231,8364,BMY US EQUITY
78,31/12/2006,2006,17256,5739,11517,2386,3313,538,2386,498,274,224,564,NA,25575,9991,15584,NA,7248,4013,1962,10302,6496,3247,1239,1239,3247,2079,2083,206,-3321,NA,NA,NA,NA,1585,NA,NA,BMY US EQUITY
79,31/12/2007,2007,18193,5868,12325,3167,4059,682,3167,422,241,181,542,NA,25926,10562,15364,NA,4381,2225,1974,10102,8398,3994,1442,1442,3994,2162,3153,-202,-3168,NA,NA,NA,NA,2165,NA,NA,BMY US EQUITY
80,31/12/2008,2008,17715,5316,12399,3566,4382,1090,3566,310,130,180,562,NA,29486,12208,17278,NA,6585,8265,1974,14697,6710,3644,1535,1535,3644,1765,3707,5079,-2611,NA,NA,NA,NA,5247,154,6585,BMY US EQUITY
81,31/12/2009,2009,18808,5140,13668,4671,5378,1182,4671,184,NA,NA,469,54,31008,14785,16223,0,4874,8514,1709,13958,6313,3164,5818,1711,3164,1413,4065,-4380,22,NA,NA,NA,NA,10612,0,4874,BMY US EQUITY
82,31/12/2010,2010,19484,5277,14207,5978,6585,1558,5978,145,NA,NA,473,75,31076,15638,15438,117,4618,7301,1685,13273,6739,1985,6172,1983,1985,1204,4491,-3812,-3329,NA,NA,NA,NA,3102,117,4618,BMY US EQUITY
83,31/12/2011,2011,21244,5598,15646,6647,7275,1721,6647,145,NA,NA,448,91,32970,15867,17103,115,5376,8733,1685,15318,7780,2250,7299,2603,2250,1384,4840,-1437,-2660,NA,NA,NA,NA,3709,115,5376,BMY US EQUITY
84,31/12/2012,2012,17621,4610,13011,2260,2941,-161,2260,182,NA,NA,382,106,35897,13638,22259,162,6568,2829,1630,9521,8279,1708,6598,2202,1708,1657,6941,-6727,-4334,NA,NA,NA,NA,1960,162,6568,BMY US EQUITY
85,31/12/2013,2013,16385,4619,11766,3096,3859,311,3096,199,NA,NA,453,104,38592,15236,23356,332,7981,4525,1641,18916,12440,1690,6363,2559,1690,1498,3545,-572,-1043,NA,NA,NA,NA,2563,332,7981,BMY US EQUITY
86,31/12/2014,2014,15879,3932,11947,2591,3058,352,2591,203,NA,NA,543,101,33749,14983,18766,590,7242,7435,1653,14608,8461,2100,6704,2487,2100,1560,3148,1216,-2379,NA,NA,NA,NA,2004,590,7242,BMY US EQUITY
87,31/12/2015,2015,16560,3909,12651,1890,2449,446,1890,184,NA,NA,376,101,31748,14424,17324,139,6550,4270,1661,10415,8017,2948,6865,1565,2948,1221,2105,-1572,-3719,NA,NA,NA,NA,1565,139,6550,BMY US EQUITY
88,31/12/2016,2016,19427,4946,14481,4630,5256,1408,4630,167,NA,NA,204,105,33707,16347,17360,243,5716,6350,1664,13704,8841,3774,7063,1664,3774,1241,3058,1480,-2686,NA,NA,NA,NA,4457,243,5716,BMY US EQUITY
89,31/12/2017,2017,20776,6066,14710,3612,4484,4156,3612,196,NA,NA,599,154,33551,11847,21704,987,6975,6812,1625,14854,9563,4347,8441,2248,4347,1166,5275,-66,-4025,NA,NA,NA,NA,1007,987,6975,BMY US EQUITY
90,31/12/2018,2018,22561,6547,16014,5118,5755,1021,5118,183,0,183,439,173,34986,14127,20859,454,5646,8884,1624,17160,10654,4636,8754,1892,4636,1195,5940,-874,-3576,NA,NA,NA,NA,4920,454,5646,BMY US EQUITY
91,31/12/2004,2004,199876,153237,46639,22556,31085,7082,22556,440,615,-175,8529,615,194630,78235,116395,NA,12907,1552,NA,61443,63126,30657,27471,27471,30657,15645,23378,-11331,-12744,NA,NA,NA,NA,17075,10069,10624,BP US EQUITY
92,31/12/2005,2005,239792,184118,55674,29503,38274,9473,29503,874,116,758,8771,116,206914,80765,126149,NA,10230,3092,NA,75290,71497,33565,NA,NA,33565,19760,26721,-1729,-23391,NA,NA,NA,NA,22341,8872,9509,BP US EQUITY
93,31/12/2006,2006,265906,210976,54930,26689,35817,12331,26689,718,470,248,9128,470,217601,85465,132136,NA,11086,2731,NA,75339,75352,32656,NA,NA,32656,18915,28172,-9518,-19024,NA,NA,NA,NA,22000,12864,10331,BP US EQUITY
94,31/12/2007,2007,284365,226681,57684,26965,37544,10442,26965,1110,1123,-13,10579,1123,236076,94652,141424,NA,15651,3727,NA,80202,77231,33012,30735,30735,NA,26554,24709,-14837,-8900,NA,NA,NA,NA,20845,15149,15004,BP US EQUITY
95,31/12/2008,2008,361143,296165,64978,31442,42427,12617,31442,1157,736,421,10616,736,228238,92109,136129,NA,17464,8365,NA,66384,69793,22869,20129,20129,22869,16821,38095,-22767,-10693,NA,NA,NA,NA,21157,15647,16937,BP US EQUITY
96,31/12/2009,2009,239272,186974,52298,21733,33839,8365,21733,718,225,493,11665,193,235968,102113,133855,9018,25518,8588,NA,67653,59320,22604,43870,22886,22604,22605,27716,-18133,-9441,NA,NA,NA,NA,16578,9018,25020,BP US EQUITY
97,31/12/2010,2010,297107,280826,16281,-9140,2024,-1501,-9140,701,238,463,10797,275,272262,95891,176371,14509,30710,20335,NA,96853,83879,24255,54861,27510,24255,26218,13616,-3960,561,NA,NA,NA,NA,-3719,14509,30017,BP US EQUITY
98,31/12/2011,2011,375517,309763,65754,33001,44136,12737,33001,788,167,621,10771,196,293068,112482,180586,8705,35169,14599,NA,97584,84318,27929,60278,29830,27929,25661,22154,-26633,-10,NA,NA,NA,NA,25700,8705,34816,BP US EQUITY
99,31/12/2012,2012,375765,326700,49065,14157,26844,6880,14157,844,319,525,12370,319,300466,119752,180714,10004,38767,20201,NA,111384,77175,26485,61135,29920,26485,28203,20479,-13075,-1946,NA,NA,NA,NA,11017,10004,38412,BP US EQUITY
100,31/12/2013,2013,379136,325878,53258,27803,41313,6463,27803,844,282,562,13243,282,305690,130407,175283,7340,40811,23203,NA,96840,72812,28868,58064,28926,28868,29231,21100,-7855,-10360,NA,NA,NA,NA,23451,7340,40317,BP US EQUITY
101,31/12/2014,2014,353568,309282,44286,2197,20389,947,2197,840,258,582,14859,258,284305,112642,171663,6831,45977,30425,NA,87262,63615,19671,49231,23074,19671,18373,32754,-19574,-5937,NA,NA,NA,NA,3780,6831,45240,BP US EQUITY
102,31/12/2015,2015,222894,201830,21064,-10340,6708,-3171,-10340,1065,226,839,14923,226,261832,98387,163445,6898,46224,26880,NA,70602,54724,13682,39290,16838,13682,14142,19133,-17300,-5207,NA,NA,NA,NA,-6482,6898,45567,BP US EQUITY
103,31/12/2016,2016,183008,161296,21712,-2896,11609,-2467,-2896,1221,183,1038,14154,183,263316,96843,166473,6592,51666,23787,NA,67813,58354,13393,44717,21575,13393,17655,10691,-14753,1157,NA,NA,NA,NA,115,6592,51074,BP US EQUITY
104,31/12/2017,2017,240208,203945,36263,6310,21894,3712,6310,1718,288,1430,15249,288,276515,100404,176111,7701,55491,25901,NA,74968,64726,18912,50855,26983,18912,19011,18931,-14077,-2752,NA,NA,NA,NA,3389,7701,54873,BP US EQUITY
105,31/12/2018,2018,298756,252883,45873,14852,30309,7145,14852,2198,421,1777,15131,421,282176,101548,180628,9329,56426,23016,NA,71310,68237,19414,52992,26252,19414,17988,22873,-21571,-4409,NA,NA,NA,NA,9383,9329,55803,BP US EQUITY
